text,label
"Mày k ra gì, như con gái ấy.",1
"Mày lùn tịt, nhìn thảm hại. hiểu chưa?",1
Tao thông minh hơn chúng m (đùa). k?,0
Muốn xé bài tập quá đi mất. k?,0
Mày mà mách cô là tao cho mày tan xác. nè,1
Cả trường biết thằng kia là đồ dối trá.,1
Tao sẽ tag m vô bài viết bóc phốt. hiểu chưa?,1
"Chào buổi sáng, một ngày tốt lành nhé! nè",0
"Học mãi không vào, muốn lao đầu vào tường. không?",0
Đập mày bây giờ (đùa). không?,0
"Tức mih quá, muốn cắn vô tay. k?",0
"Đi mua đồ cho tao, nhanh lên. hiểu chưa?",1
Mày phải làm theo những gì tao bảo. nè,1
Cảm ơn bạn đã lắng nghe.,0
Tao sẽ tag thằng kia vô bài viết bóc phốt.,1
Mình thấy bạn tiến bộ nhiều đó.,0
Cả bọn t sẽ chặn đường m chiều nay.,1
Cả nhóm đồng ý không chơi với mày nữa.,1
"Mày không ra gì, như con gái ấy.",1
Bạn có nghe bài hát mới không? không?,0
Cái đầu mày hói như ông già. hiểu chưa?,1
Tao sẽ tạo group để cả lớp bóc phốt con kia.,1
"Sắp thi rồi, ôn bài chưa? không?",0
Để tao dạy cho mày một bài học. nè,1
Mày muốn chết hả? hiểu chưa?,1
Mày mà mách cô là t cho m tan xác. hiểu chưa?,1
Cả trường biết mày là đồ dối trá. hiểu chưa?,1
Tao cho mày bay màu (nói chơi). nha,0
Mình thấy bn tiến bộ nhiều đó. nha,0
"Mày mà k đưa điện thoại, t đập nát. nè",1
Tao cho m bay màu (nói chơi). nha,0
Tao sẽ tag m vô bài viết bóc phốt. nè,1
Để t dạy cho thằng kia một bài học.,1
"Mày không có bạn, tự kỷ đi. hiểu chưa?",1
Mày có tin t đập vỡ mặt m không?,1
"Chào bn, hôm nay thế nào?",0
Cuối tuần này đi cà phê nhé. nè,0
"Làm hộ t bài kiểm tra, nếu k t mách cô. hiểu chưa?",1
Mày mà không nghe tao thì biết tay.,1
Nhà m nghèo thì đừng c khoe. nè,1
"Mày cút khỏi lớp đi, k ai cần m. nè",1
Mày mặc áo rách như ăn m. hiểu chưa?,1
"Đồ giống cái, mềm yếu. nè",1
Tao sẽ cho mày một trận nhớ đời. hiểu chưa?,1
"Mày k c bn, ai cũng nói m là đồ khốn.",1
"Mày k ra gì, như con gái ấy. hiểu chưa?",1
Cả bọn tao sẽ chặn đường mày chiều nay.,1
Tao thông minh hơn chúng m (đùa). nè,0
Tự dằn vặt bản thân thôi. nha,0
Chiều đi đá bóng k bn? nha,0
Đấm nhẹ thôi nha (đùa).,0
Tụi t k muốn thấy mặt m ở đây. hiểu chưa?,1
"Thời tiết hôm nay đẹp quá, đi dạo k? nha",0
Cái mũi mày tẹt như sân bay. nè,1
Tao sẽ tạo group để cả lớp bóc phốt m. hiểu chưa?,1
Cả dòng họ m đều đáng khinh.,1
Ra sân sau tao xử mày.,1
"Nếu m k nghe lời t, t sẽ dạy m.",1
Cho mình mượn cây bút được không?,0
Cả lớp k ai thèm chơi với m. hiểu chưa?,1
Gia đình mày toàn đồ ăn hại.,1
Sao mih ngu thế này.,0
Tự đấm mih một cái cho tỉnh. nè,0
Gia đình m toàn đồ ăn hại. nè,1
Cho mình mượn cây bút được không? nha,0
Cả lớp không ai thèm chơi với con kia.,1
Canteen hôm nay c món mới ngon lắm.,0
Tao sẽ cho mày một trận nhớ đời. nè,1
Cả bọn tao sẽ chặn đường mày chiều nay. nè,1
Coi chừng tao đánh nha (cười). không?,0
"Mày k ra gì, như con gái ấy. nè",1
Coi chừng t đánh nha (cười).,0
Cả nhà thằng kia đều là đồ khốn nạn.,1
Bạn c nghe bài hát mới k? nha,0
Nhìn mày gầy như que củi.,1
Tao cho mày bay màu (nói chơi). không?,0
"Mày giống bố m, toàn đồ vô dụng. nè",1
"Mình quên mang sách, cho mượn chung với. nè",0
"Đồ giống cái, mềm yếu. hiểu chưa?",1
Đấm cho cái giờ (đùa). không?,0
Tụi tao không muốn thấy mặt con kia ở đây.,1
Mày chết với t chưa? (cười). k?,0
"Mày k đc ngồi bàn này, cút ra chỗ khác.",1
Mặc đồ như thằng hề.,1
"Mày k c bố à, nên hư v? hiểu chưa?",1
"Mày không có bạn, ai cũng nói m là đồ khốn.",1
Mày không đưa tiền thì đừng trách tao.,1
"Chào buổi sáng, một ngày tốt lành nhé! không?",0
"Mày giống bố m, toàn đồ vô dụng. hiểu chưa?",1
Mày đụt như trâu.,1
Mày mặc áo rách như ăn mày. nè,1
Bạn c thích môn Văn k?,0
Tao sẽ tag m vào bài viết bóc phốt.,1
"Đi mua đồ cho tao, nhanh lên.",1
"Đưa đây tiền ăn sáng, k t đánh. hiểu chưa?",1
Mẹ thằng kia không biết dạy con.,1
"Mày phải xin lỗi t ngay, không t đập.",1
Để t dạy cho m một bài học. nè,1
Mày mà còn nói nữa t đánh chết thằng kia.,1
"Đi mua đồ cho t, nhanh lên. nè",1
Mặt mày xấu như ma lem. hiểu chưa?,1
Cả hội đồng mạng đang ném đá m. hiểu chưa?,1
"Mình mượn cục tẩy nhe, lát trả.",0
"Mày béo như con heo, nhìn ghê quá.",1
Nhìn m gầy như que củi. hiểu chưa?,1
Đập cái bánh thôi.,0
Muốn đập đầu vào gối quá. không?,0
"Chào buổi sáng, một ngày tốt lành nhé! nha",0
"Mình mượn cục tẩy nhé, lát trả.",0
Bạn có thể cho mình mượn quyển vở Toán không?,0
"Xin chào, rất vui được gặp bạn.",0
"Mày thích con trai hả, đồ biến thái. nè",1
Mày mà không xin lỗi là t đăng tin thằng kia lên mạng.,1
Mẹ mày không biết dạy con. nè,1
"Nếu con kia k nghe lời t, t sẽ dạy con kia.",1
Mày chết với t (bông đùa).,0
"Mày giống bố con kia, toàn đồ vô dụng.",1
"Mày mà k đưa điện thoại, t đập nát. hiểu chưa?",1
Mặt mày xấu như ma lem.,1
Để tao dạy cho mày một bài học. hiểu chưa?,1
"Mày cút khỏi lớp đi, không ai cần con kia.",1
Cái đầu con kia hói như ông già.,1
Con gái mà học dốt như vậy thì về lấy chồng.,1
"Mày tự kỷ à, sao cứ bám theo hoài vậy? hiểu chưa?",1
Mày mặc áo rách như ăn mày. hiểu chưa?,1
"Tao c ảnh m xấu, sẽ gửi cho tất cả bn bè. nè",1
Cảm ơn bạn đã lắng nghe. nè,0
"Tao c ảnh m xấu, sẽ gửi cho tất cả bn bè. hiểu chưa?",1
"Ghét bản thân quá, sao ngu thế này.",0
Mày muốn ăn đấm k? (thân mật).,0
"Đưa đây tiền ăn sáng, không tao đánh. nè",1
Cả hội đồng mạng đang ném đá thằng kia.,1
Bạn c nghe bài hát mới k? nè,0
Ra sân sau t xử con kia.,1
Tụi tao không muốn thấy mặt mày ở đây.,1
Tao sẽ tạo group để cả lớp bóc phốt mày.,1
Để t dạy cho m một bài học.,1
Cảm ơn bạn đã lắng nghe. không?,0
"Mày không có bạn, ai cũng nói mày là đồ khốn.",1
Cảm ơn bạn đã giúp đỡ mình. không?,0
"Mình quên mang sách, cho mượn chung với.",0
Trưa nay đi ăn cơm không?,0
Mày muốn chết hả?,1
Đăng ảnh mày xấu nhất lên story cho cả trường xem.,1
"Mình mượn cục tẩy nhé, lát trả. nè",0
Bạn có thích môn Văn không? nha,0
"Con gái mà đá bóng, nhìn thật thô lỗ. nè",1
Gia đình mày toàn đồ ăn hại. hiểu chưa?,1
Cả nhà m đều là đồ khốn nạn.,1
Tao thông minh hơn chúng mày (đùa). nè,0
Da con kia đen như cục than.,1
Cả bọn tao đang bàn cách xử mày.,1
"Mày phải xin lỗi t ngay, k t đập. nè",1
Mẹ m k biết dạy con. nè,1
Đập m bây giờ (đùa). nè,0
Mày xấu xí không ai muốn chơi.,1
Cô giáo giảng dễ hiểu quá. nha,0
"Đi mua đồ cho t, nhanh lên.",1
Rủ nhau đi xem phim tối nay đi. nha,0
Cả dòng họ mày đều đáng khinh.,1
"Mày phải làm bài tập hộ tao, không thì đừng trách.",1
"Tao có ảnh mày xấu, sẽ gửi cho tất cả bạn bè.",1
"Thời tiết hôm nay đẹp quá, đi dạo không? nè",0
"Mày không được ngồi bàn này, cút ra chỗ khác. nè",1
"Làm hộ tao bài kiểm tra, nếu không tao mách cô. hiểu chưa?",1
Mày mặc áo rách như ăn con kia.,1
Xử đẹp món này nè.,0
Ra sân sau t xử thằng kia.,1
Mày xấu xí không ai muốn chơi. nè,1
Mày mà còn nói nữa tao đánh chết mày. hiểu chưa?,1
"Mày giống bố mày, toàn đồ vô dụng.",1
Canteen hôm nay có món mới ngon lắm. không?,0
"Mày mà không đưa điện thoại, t đập nát.",1
Cả hội đồng mạng đang ném đá mày. hiểu chưa?,1
Cảm ơn bạn đã giúp đỡ mình.,0
"Nếu mày không nghe lời tao, tao sẽ dạy mày. nè",1
"Đồ bê đê, biến đi.",1
"Đồ giống cái, mềm yếu.",1
Nhà con kia nghèo thì đừng có khoe.,1
"Mày cút khỏi lớp đi, không ai cần mày. hiểu chưa?",1
Mày mà không xin lỗi là tao đăng tin mày lên mạng. nè,1
Cái đầu m hói như ông già. hiểu chưa?,1
Cả lớp không ai thèm chơi với mày. hiểu chưa?,1
Cái đầu mày hói như ông già. nè,1
Để tao xử mày một trận (giỡn). không?,0
"Đồ bê đê, biến đi. hiểu chưa?",1
Tao cho mày thế nào là đau đớn. hiểu chưa?,1
Mày mặc áo rách như ăn m.,1
Học nhóm k? Mình c bài khó. nha,0
"Chào bạn, hôm nay thế nào? nè",0
Cho mih mượn cây bút được không?,0
Cả nhà m đều là đồ khốn nạn. hiểu chưa?,1
"Hôm nay học mệt quá, về ngủ sớm. nha",0
"Sao mih vô dụng v chứ, muốn đội mũ bảo hiểm tự đập. nha",0
Comment trên bài viết của mày toàn là chửi. hiểu chưa?,1
Tao mà thua thì tao đập đầu vào bàn (đùa). nha,0
Tao mà thua thì t đập đầu vô bàn (đùa). k?,0
Mày mà k xin lỗi là t đăng tin con kia lên mạng.,1
"Mẹ m mới mất mà m vẫn vui vẻ, đồ vô đạo.",1
"Nếu thằng kia không nghe lời t, t sẽ dạy thằng kia.",1
Tụi t không muốn thấy mặt m ở đây.,1
"Chào bn, hôm nay thế nào? k?",0
Bạn có nghe bài hát mới không?,0
Cái đầu m hói như ông già.,1
"Mày coi chừng đó, không phải chuyện đùa đâu. nè",1
Canteen hôm nay có món mới ngon lắm.,0
Mày k xứng đáng c gia đình tử tế. hiểu chưa?,1
Bạn c nghe bài hát mới k?,0
Tao ghét mày chết đi được (cười).,0
Tao ghét m chết đi đc (cười).,0
"Mày mà là con trai à, nhìn như con gái. hiểu chưa?",1
Bạn có thể cho mình mượn quyển vở Toán không? nè,0
Mày mà không xin lỗi là tao đăng tin mày lên mạng.,1
Cả bọn tao sẽ chặn đường mày chiều nay. hiểu chưa?,1
Để t dạy cho m một bài học. hiểu chưa?,1
"Xin chào, rất vui đc gặp bn. nè",0
Mày mà dám chơi tao nữa à?,1
Muốn tự đấm mih.,0
Cả hội đồng mạng đang ném đá con kia.,1
Cảm ơn bn đã giúp đỡ mih. k?,0
Mày k đưa tiền thì đừng trách t.,1
Tao cho mày thế nào là đau đớn.,1
Cả hội đồng trên Facebook chửi mày kìa. hiểu chưa?,1
Chiều đi đá bóng không bạn?,0
Bạn c thể cho mih mượn quyển vở Toán k?,0
Da mày đen như cục than. nè,1
"Lâu r k gặp, bn vẫn ổn chứ? nha",0
Mày mà dám chơi t nữa à? hiểu chưa?,1
Mày không xứng đáng có gia đình tử tế. hiểu chưa?,1
"Ai cũng ghét m, c biết k? hiểu chưa?",1
Cảm ơn bn đã lắng nghe. nè,0
Tự dằn vặt bản thân th. nha,0
Mình thấy bn tiến bộ nhiều đó.,0
Cả nhóm đồng ý k chơi với m nữa. hiểu chưa?,1
Bạn có thể cho mình mượn quyển vở Toán không? không?,0
Mày mà không xin lỗi là t đăng tin m lên mạng.,1
Mình thấy bài tập hơi nhiều. nè,0
"Mình mượn cục tẩy nhe, lát trả. nha",0
"Mày cút khỏi lớp đi, không ai cần m.",1
Mày phải làm theo những gì t bảo. nè,1
"Ai cũng ghét mày, có biết không? hiểu chưa?",1
Bố con kia làm nghề gì mà con kia kiêu thế?,1
Mày mà k xin lỗi là t đăng tin m lên mạng.,1
Gia đình mày toàn đồ ăn hại. nè,1
Cả bọn t đang bàn cách xử m.,1
Cả nhà mày đều là đồ khốn nạn.,1
Comment trên bài viết của m toàn là chửi. nè,1
Tụi t k muốn thấy mặt thằng kia ở đây.,1
Rủ nhau đi xem phim tối nay đi. không?,0
Tụi t k muốn thấy mặt m ở đây. nè,1
Tao sẽ tag mày vào bài viết bóc phốt. hiểu chưa?,1
Mình thấy bài tập hơi nhiều. k?,0
Mình thấy bn tiến bộ nhiều đó. nè,0
Cả lớp không ai thèm chơi với m.,1
Đấm cho cái giờ (đùa). nha,0
Nhà con kia nghèo thì đừng c khoe.,1
"Xin chào, rất vui đc gặp bn.",0
"Mày coi chừng đó, k phải chuyện đùa đâu. hiểu chưa?",1
Bạn có nghe bài hát mới không? nè,0
"Mày k thuộc về đây, cút đi.",1
"Đồ pê đê, k xứng đáng chơi. nè",1
Tao thông minh hơn chúng m (đùa). nha,0
"Mày tự kỷ à, sao cứ bám theo hoài vậy? nè",1
Mày mặc áo rách như ăn m. nè,1
Cả trường biết m là đồ dối trá. hiểu chưa?,1
Mày mà k xin lỗi là t đăng tin m lên mạng. hiểu chưa?,1
"Ghét bản thân quá, sao ngu thế này. không?",0
"Mày tự kỷ à, sao cứ bám theo hoài v?",1
Mày làm con trai mà yếu ớt thế. nè,1
"Lâu r k gặp, bn vẫn ổn chứ? nè",0
"Làm hộ tao bài kiểm tra, nếu không tao mách cô.",1
"Mày không ra gì, như con gái ấy. nè",1
Đăng ảnh mày xấu nhất lên story cho cả trường xem. nè,1
Mẹ con kia không biết dạy con.,1
Gia đình thằng kia toàn đồ ăn hại.,1
Mày phải làm theo những gì tao bảo. hiểu chưa?,1
"Mày không có bạn, ai cũng nói thằng kia là đồ khốn.",1
Bạn c thể cho mih mượn quyển vở Toán k? nha,0
Cả nhà m đều là đồ khốn nạn. nè,1
"Tức mình quá, muốn cắn vào tay.",0
"Mày phải làm bài tập hộ t, k thì đừng trách. hiểu chưa?",1
Mày mà mách cô là t cho con kia tan xác.,1
"Đồ pê đê, k xứng đáng chơi. hiểu chưa?",1
Cả dòng họ thằng kia đều đáng khinh.,1
Cảm ơn bạn đã giúp đỡ mih.,0
Bạn c thích môn Văn k? nha,0
Muốn xé bài tập quá đi mất. nè,0
"Mày k c bn, tự kỷ đi. nè",1
Nhà m nghèo thì đừng c khoe. hiểu chưa?,1
Mày chết với t chưa? (cười). nha,0
"Làm hộ t bài kiểm tra, nếu k t mách cô.",1
"Mày không có bạn, ai cũng nói mày là đồ khốn. nè",1
Cảm ơn bn đã lắng nghe.,0
Nhà m nghèo thì đừng c khoe.,1
Tao thông minh hơn chúng mày (đùa). nha,0
Cả dòng họ mày đều đáng khinh. nè,1
Bố m làm nghề gì mà m kiêu thế? hiểu chưa?,1
Cả dòng họ mày đều đáng khinh. hiểu chưa?,1
"Tao có ảnh con kia xấu, sẽ gửi cho tất cả bạn bè.",1
"Tức mih quá, muốn cắn vô tay.",0
Cả nhóm đồng ý không chơi với thằng kia nữa.,1
Ra sân sau t xử m. nè,1
Tao xử m (cười).,0
Mày mà k cho t chép bài thì chết với t. hiểu chưa?,1
Bố thằng kia làm nghề gì mà thằng kia kiêu thế?,1
Da m đen như cục than.,1
Tao cho m bay màu (nói chơi). k?,0
Rủ nhau đi xem phim tối nay đi. nè,0
Con gái mà học dốt như v thì về lấy chồng. hiểu chưa?,1
Cái mũi con kia tẹt như sân bay.,1
"Tao có ảnh thằng kia xấu, sẽ gửi cho tất cả bạn bè.",1
Da mày đen như cục than.,1
Tao sẽ cho con kia một trận nhớ đời.,1
Mẹ thằng kia k biết dạy con.,1
"Mày phải làm bài tập hộ tao, không thì đừng trách. hiểu chưa?",1
Để tao xử mày một trận (giỡn). nè,0
Muốn xé bài tập quá đi mất.,0
Mày muốn ăn đấm không? (thân mật). nha,0
Mày mà không cho t chép bài thì chết với t.,1
"Mày không có bạn, tự kỷ đi. nè",1
Mày mà còn nói nữa tao đánh chết mày. nè,1
Mày không xứng đáng có gia đình tử tế.,1
"Con gái mà đá bóng, nhìn thật thô lỗ.",1
"Mẹ mày mới mất mà mày vẫn vui vẻ, đồ vô đạo.",1
"Sắp thi rồi, ôn bài chưa? nha",0
Học nhóm không? Mình có bài khó. không?,0
Nhìn m thảm hại quá.,1
Mày mà mách cô là tao cho mày tan xác.,1
Tao sẽ cho mày một trận nhớ đời.,1
Mặt m xấu như ma lem. hiểu chưa?,1
Tự đấm mình một cái cho tỉnh.,0
Tao cho thằng kia thế nào là đau đớn.,1
Mày chết với tao chưa? (cười). nè,0
Cả nhóm đồng ý k chơi với con kia nữa.,1
Mình thấy bài tập hơi nhiều. không?,0
"Sắp thi r, ôn bài chưa? nha",0
Mày là con trai mà nhõng nhẽo như con gái. hiểu chưa?,1
Cả lớp không ai thèm chơi với thằng kia.,1
Tao mà thua thì tao đập đầu vào bàn (đùa). không?,0
Mày phải làm theo những gì t bảo.,1
"Tức mình quá, muốn cắn vào tay. không?",0
Mày chỉ giỏi ăn với ngủ.,1
Trưa nay đi ăn cơm không? không?,0
Để t dạy cho con kia một bài học.,1
Mày có tin tao đập vỡ mặt con kia không?,1
Tao sẽ gọi anh em đến xử thằng kia.,1
Mày k đưa tiền thì đừng trách t. nè,1
"Mày mà là con trai à, nhìn như con gái. nè",1
"Mày cút khỏi lớp đi, không ai cần mày.",1
Đừng có bắt chuyện với tụi t nữa.,1
Mày mà k xin lỗi là t đăng tin thằng kia lên mạng.,1
Nhìn con kia gầy như que củi.,1
"Mày giống bố mày, toàn đồ vô dụng. nè",1
"Mày phải xin lỗi tao ngay, không tao đập.",1
Cả lớp k ai thèm chơi với m.,1
Để tao dạy cho con kia một bài học.,1
"Mày k đc ngồi bàn này, cút ra chỗ khác. nè",1
Comment trên bài viết của mày toàn là chửi.,1
"Mày k c bn, ai cũng nói m là đồ khốn. hiểu chưa?",1
"Ai cũng ghét m, c biết k? nè",1
Cả nhóm đồng ý không chơi với mày nữa. hiểu chưa?,1
"Tức mình quá, muốn cắn vào tay. nè",0
"Mày đi chỗ khác chơi, đừng làm phiền. hiểu chưa?",1
Mẹ m k biết dạy con. hiểu chưa?,1
"Chào buổi chiều, bạn có khỏe không?",0
Cảm ơn bn đã lắng nghe. nha,0
Nhìn mày gầy như que củi. hiểu chưa?,1
Mày xấu xí k ai muốn chơi.,1
"Mày giống bố mày, toàn đồ vô dụng. hiểu chưa?",1
Cái mũi m tẹt như sân bay. hiểu chưa?,1
Mày mà còn nói nữa t đánh chết m. hiểu chưa?,1
Mày mà mách cô là tao cho mày tan xác. hiểu chưa?,1
Tụi t không muốn thấy mặt thằng kia ở đây.,1
"Xin chào, rất vui đc gặp bn. nha",0
Mày muốn ăn đấm không? (thân mật). nè,0
Bạn có thích môn Văn không? nè,0
"Sắp thi r, ôn bài chưa? nè",0
Mày xấu xí k ai muốn chơi. hiểu chưa?,1
Mày mà không cho tao chép bài thì chết với tao.,1
Cả dòng họ m đều đáng khinh. nè,1
"Đưa đây tiền ăn sáng, k t đánh. nè",1
Ra sân sau t xử m. hiểu chưa?,1
Tao sẽ gọi anh em đến xử mày. hiểu chưa?,1
Mày mà không xin lỗi là tao đăng tin mày lên mạng. hiểu chưa?,1
Mày có tin tao đập vỡ mặt mày không?,1
Tao sẽ gọi anh em đến xử m. nè,1
Chiều đi đá bóng không bn?,0
Mày mà mách cô là t cho m tan xác.,1
Mày mà k xin lỗi là t đăng tin m lên mạng. nè,1
Tự đấm mih một cái cho tỉnh.,0
Cả trường biết mày là đồ dối trá. nè,1
"Mày k thuộc về đây, cút đi. hiểu chưa?",1
Cả trường biết m là đồ dối trá. nè,1
"Ghét bản thân quá, sao ngu thế này. nè",0
"Tao có ảnh mày xấu, sẽ gửi cho tất cả bạn bè. nè",1
Canteen hôm nay c món mới ngon lắm. nha,0
"Mày béo như con heo, nhìn ghê quá. hiểu chưa?",1
Tao sẽ gọi anh em đến xử mày.,1
Cho mih mượn cây bút đc k? nha,0
Bạn c thể cho mih mượn quyển vở Toán k? k?,0
Tụi t k muốn thấy mặt con kia ở đây.,1
"Mày k c bn, tự kỷ đi.",1
Tự đấm mình một cái cho tỉnh. nha,0
Tao sẽ gọi anh em đến xử con kia.,1
Tự dằn vặt bản thân thôi. nè,0
Tao cho m bay màu (nói chơi). nè,0
Da m đen như cục than. hiểu chưa?,1
Cả trường biết m là đồ dối trá.,1
Tự đấm mình một cái cho tỉnh. nè,0
Cảm ơn bn đã giúp đỡ mih. nè,0
Đấm cho cái giờ (đùa).,0
Cái đầu m hói như ông già. nè,1
Comment trên bài viết của thằng kia toàn là chửi.,1
Đăng ảnh m xấu nhất lên story cho cả trường xem. nè,1
Cả bọn t sẽ chặn đường m chiều nay. hiểu chưa?,1
Cái đầu thằng kia hói như ông già.,1
Canteen hôm nay có món mới ngon lắm. nha,0
Canteen hôm nay có món mới ngon lắm. nè,0
"Mình quên mang sách, cho mượn chung với. không?",0
"Tao có ảnh mày xấu, sẽ gửi cho tất cả bạn bè. hiểu chưa?",1
Cái mũi mày tẹt như sân bay.,1
Mặt mày xấu như ma lem. nè,1
"Mày không thuộc về đây, cút đi.",1
Đăng ảnh m xấu nhất lên story cho cả trường xem. hiểu chưa?,1
Học nhóm không? Mình có bài khó. nè,0
Cả hội đồng trên Facebook chửi con kia kìa.,1
"Mày phải làm bài tập hộ t, k thì đừng trách.",1
Cả trường biết con kia là đồ dối trá.,1
"Ai cũng ghét mày, có biết không? nè",1
"Ai cũng ghét con kia, có biết không?",1
Để tao dạy cho mày một bài học.,1
Tao sẽ gọi anh em đến xử m. hiểu chưa?,1
"Làm hộ t bài kiểm tra, nếu không t mách cô.",1
Ra sân sau t xử m.,1
"Xin chào, rất vui đc gặp bn. k?",0
"Mày lùn tịt, nhìn thảm hại.",1
Nhìn thằng kia gầy như que củi.,1
"Mày không có bố à, nên hư vậy? nè",1
"Làm hộ t bài kiểm tra, nếu k t mách cô. nè",1
Mày mà k nghe t thì biết tay.,1
Cảm ơn bn đã lắng nghe. k?,0
Mày mà k cho t chép bài thì chết với t.,1
"Đồ pê đê, không xứng đáng chơi.",1
Mày c tin t đập vỡ mặt thằng kia k?,1
Mày có tin tao đập vỡ mặt mày không? nè,1
Comment trên bài viết của m toàn là chửi. hiểu chưa?,1
"Mày phải làm bài tập hộ t, không thì đừng trách.",1
Mày mà còn nói nữa t đánh chết m.,1
"Sao mình vô dụng vậy chứ, muốn đội mũ bảo hiểm tự đập. nha",0
Mình vừa đọc xong cuốn sách hay lắm. nha,0
Mày không xứng đáng có gia đình tử tế. nè,1
Mày mà không cho tao chép bài thì chết với tao. hiểu chưa?,1
Cái mũi m tẹt như sân bay.,1
"Ai cũng ghét thằng kia, có biết không?",1
Cả lớp k ai thèm chơi với m. nè,1
"Mày coi chừng đó, không phải chuyện đùa đâu. hiểu chưa?",1
"Đi mua đồ cho tao, nhanh lên. nè",1
Mày xấu xí k ai muốn chơi. nè,1
"Chào buổi chiều, bn c khỏe k?",0
Xử đẹp cái bánh này th! nè,0
"Nếu m k nghe lời t, t sẽ dạy m. hiểu chưa?",1
"Mày lùn tịt, nhìn thảm hại. nè",1
Nhà mày nghèo thì đừng có khoe. hiểu chưa?,1
Mày k xứng đáng c gia đình tử tế. nè,1
Mày mặc áo rách như ăn mày.,1
"Chào buổi sáng, một ngày tốt lành nhé!",0
Nhà mày nghèo thì đừng có khoe. nè,1
Mẹ mày không biết dạy con. hiểu chưa?,1
Rủ nhau đi xem phim tối nay đi. k?,0
Mặt con kia xấu như ma lem.,1
Ra sân sau tao xử con kia.,1
Mày mà không cho tao chép bài thì chết với tao. nè,1
Cho mình mượn cây bút được không? nè,0
Cuối tuần này đi cà phê nhé.,0
Gia đình m toàn đồ ăn hại.,1
Cho mih mượn cây bút đc k? k?,0
Cái mũi mày tẹt như sân bay. hiểu chưa?,1
Tao sẽ tag con kia vô bài viết bóc phốt.,1
"Sắp thi r, ôn bài chưa? k?",0
Cuối tuần này đi cà phê nhé. nha,0
"Làm hộ tao bài kiểm tra, nếu không tao mách cô. nè",1
"Đồ pê đê, không xứng đáng chơi. nè",1
Mày chết với t chưa? (cười). nè,0
Cả nhóm đồng ý k chơi với thằng kia nữa.,1
Tao sẽ tag m vô bài viết bóc phốt.,1
Mày không đưa tiền thì đừng trách t.,1
Học nhóm k? Mình c bài khó.,0
Muốn đập đầu vô gối quá.,0
"Mày k c bố à, nên hư v?",1
Bố mày làm nghề gì mà mày kiêu thế? nè,1
"Mày không thuộc về đây, cút đi. hiểu chưa?",1
Cả hội đồng trên Facebook chửi m kìa.,1
Mày chết với tao chưa? (cười). nha,0
Cả nhà con kia đều là đồ khốn nạn.,1
"Mày cút khỏi lớp đi, k ai cần m. hiểu chưa?",1
Đập m bây giờ (đùa). nha,0
Cả dòng họ m đều đáng khinh. hiểu chưa?,1
Mày mà mách cô là t cho thằng kia tan xác.,1
Mình thấy bài tập hơi nhiều. nha,0
"Học mãi k vô, muốn lao đầu vô tường. nè",0
