text,label
Mình vừa hoàn thành dự án khoa học cho cuộc thi.,0
Mày không nói xin lỗi ngay thì tao cho mày ăn tát.,1
Tao sẽ trấn lột tiền ăn sáng của mày mỗi ngày.,1
"Tao đang nhìn thấy mày, tao sẽ theo mày về nhà.",1
Bạn bè cùng nhau tổ chức buổi chia sẻ kỹ năng học tập.,0
Tao sẽ không để mày bình an một ngày nào.,1
Chiều nay mình tập múa để chuẩn bị cho ngày lễ.,0
Hôm nay mình tham gia buổi hội thảo kỹ năng giao tiếp.,0
"Mày lại đây gặp tao đi, xem ai mạnh hơn ai.",1
Tao sẽ làm cho mày không dám đến trường nữa.,1
Hôm nay em trai mình thi đỗ vào trường cấp 3 mong muốn.,0
Hôm nay mình học được nhiều điều mới từ sách.,0
Cả lũ tao sẽ hùa vào đánh mày cùng một lúc.,1
Hôm nay mình phụ giúp thầy giáo chuẩn bị dụng cụ thí nghiệm.,0
"Mình vừa giúp bạn dọn phòng trọ, mệt mà vui.",0
Bạn bè cùng nhau tổ chức sinh nhật bất ngờ cho bạn thân.,0
Tao sẽ cùng đồng bọn khóa cửa nhốt mày lại.,1
Mày mà khóc thì tao đánh mày thêm.,1
Mình vừa hoàn thành bức thư pháp cho triển lãm.,0
"Con này láo lắm, về nhà tao dạy cho mày biết thế nào là lễ độ.",1
"Tao biết mày về đường tắt nào, tao đã bố trí sẵn.",1
Hôm nay mình đi tham quan vườn thú với gia đình.,0
Hôm nay mình viết xong truyện ngắn dự thi học sinh giỏi.,0
"Tao sẽ đăng thông tin cá nhân mày lên hết, coi chừng.",1
"Hôm nay thời tiết mát mẻ, phù hợp để đi dạo.",0
"Bạn ơi, mình mượn cuốn sách tiếng Anh của bạn được không?",0
Tao sẽ làm hại mày nếu mày dám vào trường ngày mai.,1
"Tao ghét mày, tao sẽ làm cho cuộc đời mày khổ sở.",1
"Mày nghĩ thầy cô bảo vệ mày à, ra ngoài cổng là tao chờ.",1
"Mày nợ tao tiền mà không trả, tao sẽ cho mày biết thế nào là đau.",1
Mình vừa xem xong bộ phim tài liệu về đại dương.,0
Chiều nay cả gia đình cùng xem bóng đá rất vui.,0
Tao sẽ đốt xe của mày nếu mày không nghe lời.,1
"Mày mà dám làm bạn với con đó, tao cắt đứt quan hệ với mày và cho mày một trận.",1
Tao sẽ làm cho cả trường biết mày là đứa như thế nào.,1
Tao sẽ đánh mày đến khi mày không còn dám ngẩng đầu nữa.,1
"Đừng dám bước vào lớp học này nữa, chúng tao sẽ không để mày yên.",1
Mày mà còn xuất hiện ở đây thì tao cho mày biết tay.,1
"Mày dám nhìn vào mắt tao à, mày muốn tao móc mắt mày ra à.",1
Mày mà dám thắng tao thì mày hối hận.,1
Hôm nay thầy giáo giảng bài rất hay và dễ hiểu.,0
Mình vừa hoàn thành kế hoạch học tập cho học kỳ mới.,0
Tao sẽ bôi nhọ tên mày khắp trường.,1
"Bạn ơi, cùng nhau chạy bộ buổi sáng nhé?",0
Mày không nghe lời thì tao nhúng đầu mày vào xô nước.,1
"Bạn ơi, mình học nhóm trực tuyến tối nay nhé?",0
"Mày không thuộc bài mà còn dám thuyết trình à, tao dạy cho mày.",1
"Tao sẽ giật tóc mày, cào mặt mày cho mày biết.",1
Hôm nay mình cùng lớp tổ chức hội chợ gây quỹ từ thiện.,0
Mày dám chơi với nhóm kia thì đừng nghĩ là tao bỏ qua.,1
Bạn bè cùng nhau làm dự án nhóm rất vui và hiệu quả.,0
Mình vừa được chọn tham dự trại hè học sinh giỏi.,0
Cả băng đang chờ mày ở đầu hẻm đó.,1
Hôm nay lớp mình đi thực tế tại bảo tàng lịch sử.,0
Tao sẽ đánh mày nếu mày không nghe lời.,1
Mày không chịu đưa tiền thì tao sẽ đánh mày mỗi ngày.,1
Hôm nay mình đến thư viện mượn sách về đọc.,0
Hôm nay mình đi mua cây xanh về trồng trong phòng.,0
Chiều nay mình cùng em trai chơi cờ tướng.,0
"Hôm nay em học sinh lớp 1 đọc được bài thơ, thật đáng yêu.",0
Mày mà dám méc thì tao cho cả nhà mày biết tay.,1
Sáng nay mình dậy sớm tập thể dục cảm thấy rất khỏe.,0
Hôm nay thầy hiệu trưởng khen ngợi lớp mình.,0
"Cả lớp cô lập mày, mày không có bạn bè gì ở đây cả.",1
"Mày nghĩ mày ngoan à, tao sẽ cho mày hết ngoan.",1
"Anh ơi, em vừa mua được cuốn sách hay lắm.",0
Mày không chịu nhún nhường thì hôm nay tao dạy cho mày.,1
Hôm nay bạn bè mình tổ chức tiệc sinh nhật bất ngờ.,0
Hôm nay mình tập phát âm tiếng Nhật theo podcast.,0
Chúng ta cùng nhau ôn bài cho kỳ thi sắp tới nhé.,0
Tao sẽ dùng gạch ném vào đầu mày.,1
"Tụi mày chặn đường thằng đó lại, đánh cho nó một trận.",1
Hôm nay mình phụ giúp cha sửa xe đạp.,0
Hôm qua mình hoàn thành bài thuyết trình rất tốt.,0
"Tao sẽ nhổ tóc mày ra, cho mày biết thế nào là đau.",1
Mày không chịu im thì tao nhét cát vào miệng mày.,1
Cả nhóm tao sẽ không cho mày vào lớp nữa.,1
Tao sẽ cùng đồng bọn xử mày sau giờ học.,1
Cả băng sẽ tìm đến nhà mày nếu mày dám khai.,1
Mày mà còn tới trường thì tao cùng đồng bọn sẽ dạy cho mày.,1
Cả băng tao đã thống nhất: mày phải trả giá.,1
Mình vừa hoàn thành bộ sưu tập tự nhiên từ chuyến thực địa.,0
Tao sẽ cho mày biết ai là người có quyền nhất trường này.,1
Hôm nay mình tập vẽ theo hướng dẫn trên YouTube.,0
Mày không xin lỗi thì chờ tan học đi.,1
Hôm nay mình đọc sách về phát triển bản thân.,0
"Mày cứ giả vờ không sợ đi, tao sẽ cho mày sợ thật.",1
Mày xin lỗi ngay đi không thì tao tát mày bây giờ.,1
Tao sẽ bắt mày quỳ xuống xin lỗi trước mặt mọi người.,1
Cuối tuần này cả nhà đi picnic ở công viên nhé.,0
Hôm nay mình nhận được thư khen từ hiệu trưởng.,0
Tao cùng đồng bọn sẽ xử mày vào buổi tối.,1
Tao sẽ gọi cả xóm tới cùng xử mày.,1
Hôm nay mình giúp mẹ dọn dẹp nhà cửa.,0
Hôm nay mình giúp đỡ người già qua đường.,0
Bạn bè cùng nhau làm bích báo chào mừng ngày Nhà giáo.,0
Mày mà nói chuyện với thầy giáo về chuyện này thì mày chết với tao.,1
Tao sẽ trả thù mày vì mày đã khai với giáo viên.,1
"Tao sẽ gửi ảnh mày cho cả trường xem, mày đừng hòng thoát.",1
"Cả đám tao căm ghét mày, mày biết điều thì biến đi.",1
"Mày dám nói như vậy với tao à, tao sẽ cho mày ăn đòn.",1
"Mày mà dám về muộn, tao đợi mày ngoài cổng trường.",1
Mình vừa luyện tập xong bài nhảy cho buổi văn nghệ.,0
"Bạn ơi, cùng nhau đọc sách ở thư viện chiều nay nhé.",0
"Mày dám nhìn tao kiểu đó, mày muốn chết hả.",1
"Mày dám đứng dậy phát biểu à, ra ngoài gặp tao.",1
"Tao biết mày đi học thêm chỗ nào, tao sẽ chặn mày ở đó.",1
Tao sẽ đuổi theo và đánh mày dù mày chạy đâu.,1
Mày xin lỗi ngay đi không là tao đánh mày không trượt phát nào.,1
Tao sẽ bẻ gãy tay mày nếu mày còn viết đơn tố cáo.,1
Hôm nay mình tham gia buổi nói chuyện về kỹ năng thuyết trình.,0
"Tao sẽ xịt sơn vào nhà mày, phá hoại đồ đạc của mày.",1
"Bạn ơi, mình cùng chơi cờ vua chiều nay nhé?",0
Chiều nay mình cùng gia đình đi trồng rau trong vườn.,0
Cả băng tao quyết định không tha cho mày lần này.,1
Mình vừa hoàn thành mô hình kiến trúc bằng gỗ.,0
Chiều nay mình đi hiến máu tình nguyện.,0
Hôm nay mình giúp bạn ôn bài và bạn hiểu bài rất nhanh.,0
Hôm nay tôi giúp đồng nghiệp giải quyết được vấn đề khó.,0
Mày về trễ một phút là tao xử mày một trận.,1
Mình vừa viết xong bài luận về môi trường.,0
Bạn bè cùng nhau cổ vũ cho đội nhà trong giải thể thao.,0
Hôm qua đội bóng trường mình thắng trận rất vẻ vang.,0
Mình vừa hoàn thành bức tranh sơn dầu đầu tiên.,0
Bạn bè cùng nhau học bơi ở hồ bơi.,0
"Cuối tuần mình đi thăm bạn ốm, mang hoa và quà.",0
"Mày mà còn cười tao nữa, tao đánh mày không thương tiếc.",1
"Thầy ơi, em chưa hiểu bài này, thầy giảng lại giúp em được không?",0
Mày dám gặp riêng thầy giáo thì tao cho mày không đi được.,1
Hôm nay trung tâm thương mại có chương trình giảm giá lớn.,0
Cả lũ tao căm ghét mày đến nỗi muốn xử mày ngay bây giờ.,1
Tao sẽ đánh mày bằng gậy nếu mày không cho tao chép bài.,1
"Tao sẽ cắt tóc mày, làm mày xấu hổ trước mọi người.",1
"Đừng có mà nói chuyện nữa, tao bịt miệng mày bây giờ.",1
Cả nhóm tao vây mày lại cho mày không chạy thoát.,1
Bữa nay quán cà phê đông khách ghê.,0
"Cả xóm biết mày làm gì rồi, tao sẽ cho mày nhục.",1
Tao sẽ bắt cả lớp tẩy chay mày ra.,1
Tao sẽ cho mày ăn đòn trước cổng trường sáng mai.,1
Hôm nay mình học được cách gấp origami con hạc.,0
Bạn bè cùng nhau nấu ăn để gây quỹ từ thiện.,0
Mày không đủ can đảm thì im miệng lại để tao không phải đánh.,1
Bạn bè cùng nhau học bài qua video call.,0
Tao sẽ đánh mày đến khi mày gục xuống.,1
"Mày dám chạy không, tao bắn đạn chun vào mày.",1
Hôm nay buổi dã ngoại của lớp rất vui và bổ ích.,0
Tao sẽ bắt mày cúi đầu mỗi khi gặp tao.,1
Mày không nộp tiền thì đừng trách tao làm mày đau.,1
Chiều nay mình và bạn bè đi học lớp kỹ năng lãnh đạo.,0
Tao sẽ phá nhà mày nếu mày dám khai.,1
Tao sẽ đánh mày đến khi mày xin tha.,1
Mình vừa xem chương trình khoa học thiếu nhi thú vị.,0
Chiều nay mình cùng bạn bè đi thả cá về sông.,0
Mình vừa hoàn thành bộ sưu tập tem bưu chính.,0
"Cả băng tao đang nổi giận với mày, mày liệu hồn.",1
Hôm nay mình cùng bạn bè tổ chức quyên góp ủng hộ miền Trung.,0
"Mày còn một cơ hội cuối để xin lỗi, nếu không tao đánh.",1
Đứa nào dám nói xấu tao thì coi chừng.,1
Hôm nay lớp mình tham gia cuộc thi vẽ tranh về an toàn giao thông.,0
Tao sẽ kéo mày ra ngoài và không ai cứu mày được.,1
"Hôm nay trời đẹp quá, đi dạo thôi.",0
Cả đám sẽ hùa vào đánh mày một lúc.,1
Hôm nay buổi sinh hoạt lớp rất ý nghĩa.,0
"Sáng nay mình uống trà sữa với bạn, nói chuyện vui lắm.",0
Tao sẽ phao tin đồn xấu về mày khắp trường.,1
Mày dám cãi lại tao thì tao tát mày ngay.,1
"Hôm nay tiết thể dục, cả lớp chơi bóng rổ vui lắm.",0
Hôm qua mình tham gia hoạt động tình nguyện rất ý nghĩa.,0
Mình vừa đọc xong truyện Dế Mèn Phiêu Lưu Ký.,0
Hôm nay mình tham gia lớp học ngoại khóa về thiên nhiên.,0
Tao sẽ phun sơn lên người mày.,1
Hôm nay mình được mẹ khen vì rửa bát sạch.,0
Tao sẽ đổ nước vào túi xách của mày.,1
"Mày mà dám phản tao, tao sẽ tìm đến tận nhà mày.",1
"Bạn ơi, cùng nhau ôn thi thì thi đỗ hết nhé!",0
Mày không đứng yên thì tao trói mày lại.,1
"Tao sẽ gửi video clip đó cho cả trường xem, mày nhục nhã đi.",1
Tao sẽ cho mày biết thế nào là sức mạnh của tao.,1
Chiều nay mình học thêu tay với bà ngoại.,0
Mình vừa tập xong bài tập thể dục buổi sáng.,0
Tao gửi ảnh ghép xấu của mày lên zalo nhóm cho cả lớp xem.,1
Chiều nay mình cùng các bạn làm thí nghiệm hóa học vui.,0
Đứa nào theo phe mày tao cũng không tha.,1
Tao sẽ đổ nước sôi vào người mày.,1
Mày dám quay lại đây lần nữa là mày chết với tao.,1
"Mày nghĩ là mày thoát được à, tao đang chờ ở đây.",1
Hôm nay mình và bạn thân cùng làm thiệp tặng thầy cô.,0
Chiều nay mình đi học đàn piano tiến bộ nhiều.,0
Thứ Bảy này mình đi học thêm tiếng Anh.,0
Mình vừa tham gia buổi giao lưu với học sinh trường bạn.,0
"Hôm nay mình nấu thử món mới, cả nhà khen ngon.",0
Cả nhóm tao sẽ phá hoại mọi thứ của mày.,1
Hôm nay mình học được cách làm bánh flan từ mẹ.,0
Cái con đó bước ra khỏi trường là tao cho nó một trận.,1
Mày không trả tiền thì tao đập đầu mày vào tường.,1
Mình vừa đăng ký tham gia câu lạc bộ lập trình.,0
Bạn bè cùng nhau học kỹ năng sơ cứu cơ bản.,0
"Tao biết bí mật của mày, mày không nghe thì tao tố hết.",1
"Sáng nay mình dậy sớm hơn, kịp ăn sáng rất ngon.",0
Chiều nay câu lạc bộ bóng đá tập luyện rất vui.,0
Hôm qua mình cùng gia đình đi ăn nhà hàng.,0
Mày không chịu xin lỗi thì chờ tao ra ngoài xử mày.,1
Hôm nay mình vẽ được bức tranh phong cảnh đẹp.,0
Hôm qua mình xem phim hoạt hình với em gái vui lắm.,0
Cả lũ tao thề sẽ đánh mày một trận nhớ đời.,1
"Mày chờ đó, tao sẽ tìm mày dù mày trốn ở đâu.",1
Hôm nay mình đọc được bài thơ hay về tình bạn.,0
Mình vừa hoàn thành buổi thuyết trình về biến đổi khí hậu.,0
"Tao tìm mày từ sáng đến giờ, may mà gặp, giờ tính sổ thôi.",1
Bạn bè cùng nhau tổ chức buổi học ngoài trời rất vui.,0
Mình vừa tham gia buổi nói chuyện về hướng nghiệp.,0
Tao sẽ ném đá vào cửa sổ nhà mày mỗi đêm.,1
"Tao sẽ rạch túi áo của mày, lấy hết đồ của mày.",1
Mày mà dám nhìn con gái tao thì tao cho mày biết tay.,1
Mày mà dám nói chuyện này thì đừng hòng sống yên.,1
Bạn bè cùng nhau dọn vệ sinh khu phố.,0
Mày không giao nộp bài tập cho tao thì tao đánh mày.,1
Mày không ngoan thì tao cùng đồng bọn dạy cho mày ngoan.,1
Lớp mình vừa ra trò chơi tập thể rất thú vị.,0
Hôm nay mình được điểm 9 bài kiểm tra văn.,0
Mình vừa học xong khóa học kỹ năng mềm online.,0
"Lớp mình vừa thi xong, cả nhóm đi ăn kem ăn mừng.",0
Tao sẽ tung clip mày lên mạng cho mày nhục.,1
"Bạn ơi, mình học nhóm tối nay nhé?",0
"Tao với mày không đội trời chung, tao sẽ cho mày biết tay.",1
"Tao biết mày hay đi về đường nào, tao sẽ chờ ở đó.",1
"Bạn thân ơi, cuối tuần này mình đi cắm trại nhé?",0
Hôm nay mình đi tình nguyện dạy học cho trẻ em nghèo.,0
Hôm nay mình học cách làm phim ngắn bằng điện thoại.,0
Cả đám đang chờ mày ở hẻm sau trường.,1
Mày mà thi tốt hơn tao lần này thì tao sẽ không tha.,1
Mình vừa viết xong nhật ký hành trình chuyến đi của mình.,0
"Bạn thân ơi, sinh nhật mày mình tặng quà gì ngon nhỉ?",0
"Mày dám chạy không, tao đuổi kịp mày ngay.",1
Mình vừa đăng ký lớp học võ thuật tự vệ.,0
Hôm nay mình nấu cơm sáng cho cả nhà.,0
"Bạn ơi, cùng nhau tham gia hội thi học sinh giỏi nhé!",0
Tao sẽ cắt dây xe đạp của mày để mày ngã.,1
Mình vừa tham gia hội thảo về bảo vệ môi trường.,0
Cuối tuần mình đi thăm bảo tàng mỹ thuật.,0
"Chiều nay mình đi học vẽ, cô giáo khen tiến bộ.",0
Mày nói chuyện với tao như vậy là mày đang tự tìm cái chết.,1
"Cả bọn tao đã bàn xong, hôm nay xử mày.",1
Hôm nay tao sẽ cho mày thấy ai là người cầm đầu.,1
Bạn bè cùng nhau làm vườn rau sạch tại trường.,0
Hôm nay mình giúp thầy cô chuẩn bị cho ngày Nhà giáo.,0
"Mình vừa hoàn thành xong bài luận văn, nhẹ cả người.",0
Tao sẽ nhét đồ ăn thiu vào cặp của mày.,1
Hôm nay mình đăng ký tham gia cuộc thi học sinh giỏi.,0
Chiều nay mình cùng bạn thân đi chụp ảnh kỷ yếu.,0
Chiều nay mình cùng đội tình nguyện đi phát cơm từ thiện.,0
Hôm nay lớp mình đi thăm trại trẻ mồ côi.,0
Mày mà dám thi đỗ hơn tao thì tao không để yên.,1
"Cả lũ chúng tao sẽ tẩy chay mày, không ai thèm chơi với mày đâu.",1
"Bạn ơi, cùng nhau làm trại hè tình nguyện nhé?",0
Cả gia đình mình cùng nhau nấu ăn ngày Tết thật ấm cúng.,0
Mày đừng tưởng tao không dám đánh mày trước mặt thầy cô.,1
Mình vừa hoàn thành bài vẽ minh họa cho truyện ngắn.,0
Mày không xin lỗi thì bước ra ngoài để tao xử.,1
"Mày dám cười à, tao sẽ làm mày không còn muốn cười nữa.",1
Hôm nay mình đi học kỹ năng lãnh đạo cho học sinh.,0
Chiều nay mình và bạn bè đi chơi cầu lông.,0
Chiều nay mình đi tham quan làng nghề truyền thống.,0
"Cả đám tao đang nóng máu, mày liệu mà cẩn thận.",1
"Tao biết nhà mày ở đâu, tao sẽ đến tìm mày.",1
Mình vừa đọc xong cuốn tiểu thuyết rất hay.,0
"Tao biết hết tội của mày, mày không thoát được đâu.",1
Cả băng tao sẽ chặn đường mày khi mày tan học.,1
Mày không cẩn thận thì tao sẽ đánh mày giữa đường.,1
Hôm nay mình đọc bài thơ hay về tình yêu quê hương.,0
Mình vừa học xong khóa học làm bánh online.,0
"Bạn ơi, cùng nhau vẽ tranh dự thi ngày mai nhé.",0
Chiều nay mình tập luyện cờ vua để chuẩn bị thi đấu.,0
Chiều nay mình cùng bạn bè đi thả diều.,0
Sáng nay mình cùng bạn bè đi jogging quanh hồ.,0
Hôm nay mình đi tham quan bảo tàng chiến tranh.,0
Tao sẽ đổ xăng vào xe mày và châm lửa.,1
Hôm nay mình giúp bà hàng xóm xách đồ đi chợ.,0
"Mày không biết tao đang tức đến mức nào, mày chờ đó.",1
Hôm nay mình học được nhiều từ vựng tiếng Anh mới.,0
Cuối tuần này gia đình mình đi xem phim cùng nhau.,0
"Cả băng tao đang chờ mày ở ngoài cổng, mày biết điều thì ra đây.",1
Tao sẽ ném đá vào nhà mày ban đêm.,1
"Bạn ơi, cùng nhau tham gia hoạt động trồng cây xanh nhé.",0
Cả đám tụi tao căm thù mày lắm rồi.,1
Cả băng tao quyết định phải cho mày một bài học nhớ đời.,1
Tao sẽ cùng đồng bọn đánh mày không thương tiếc.,1
Cả đám tao sẽ nhảy vào khi mày không để ý.,1
"Mày dám cạnh tranh với tao à, tao sẽ cho mày hối hận.",1
Tao sẽ dùng dao rạch túi mày lấy điện thoại.,1
Tao sẽ làm mày phải bỏ học vì sợ tao.,1
Mình vừa nấu xong nồi canh chua cá lóc ngon tuyệt.,0
Cuối tuần mình đi thăm ông bà nội ở quê.,0
Tao sẽ giật cặp của mày và ném đi.,1
"Hôm nay mình tập yoga buổi sáng, thấy thư thái lắm.",0
Tao sẽ khóa tay mày và không cho mày về nhà.,1
Hôm nay lớp mình đạt giải nhất hội thi văn nghệ.,0
Cả nhóm tao sẽ đánh mày sau giờ thể dục.,1
Cả đám sẽ vây mày lại và đánh mày nhừ tử.,1
"Mày mà còn nhìn tao nữa, tao móc mắt mày ra.",1
Mình vừa học xong chương trình toán lớp 11.,0
Mình vừa tham gia buổi giao lưu với học sinh quốc tế.,0
Hôm nay mình học được công thức toán mới hay lắm.,0
Tao sẽ kéo cả băng đến dạy cho mày một bài học.,1
Tao sẽ xúc phạm mày trước mặt tất cả mọi người.,1
Chiều nay mình cùng chị gái đi siêu thị mua đồ.,0
Hôm qua gia đình mình đi xem triển lãm nghệ thuật.,0
Mình vừa hoàn thành thí nghiệm khoa học trong lớp.,0
Mình vừa hoàn thành mô hình tàu thuyền bằng giấy.,0
Tao với đồng bọn sẽ theo dõi mày từng bước.,1
"Mẹ ơi, tối nay nhà mình ăn gì ạ?",0
Cả băng sẽ trả thù mày thay cho tao.,1
Tao sẽ lột áo mày trước mặt cả lớp.,1
Mày mà dám bước vào lớp này thì biết tay.,1
Hôm nay mình vui vì giúp được bạn vượt qua khó khăn.,0
"Hôm nay cô giáo khen mình trước lớp, vui lắm.",0
Mình vừa đọc xong cuốn sách về thiên văn học.,0
Chiều nay mình cùng mẹ làm bánh quy tặng hàng xóm.,0
Tao sẽ dùng gậy đánh mày đến gãy xương.,1
Mình vừa nhận được học bổng tiếp tục học tập.,0
"Sáng nay mình đọc sách trong công viên, thật thư giãn.",0
"Mày dám tố tao hả, tao cho mày biết hậu quả.",1
Hôm nay lớp mình đi tham quan nhà máy.,0
Mày còn một cơ hội cuối cùng trước khi tao ra tay.,1
Hôm nay mình đi mua sách giáo khoa cho em.,0
Hôm nay mình tham gia buổi hội thảo về bảo vệ môi trường.,0
"Mày dám nộp đơn tố cáo tao hả, mày không sợ à.",1
Hôm nay mình tập luyện cùng đội thể thao trường.,0
Tao sẽ làm mày xấu hổ trước toàn trường.,1
"Bạn bè giúp nhau ôn thi, cùng nhau tiến bộ.",0
Lớp mình vừa hoàn thành dự án nghiên cứu khoa học.,0
Mày mà chạy thì tao đuổi theo không tha.,1
Tao sẽ không để mày sống yên ở trường này.,1
Tao sẽ tổ chức cho cả đám vây quanh mày.,1
Mình vừa đọc xong bài thơ yêu thích về mùa thu.,0
Mày không xin lỗi thì tao sẽ làm mày tàn tật.,1
Hôm nay mình viết thư tay gửi cho ông bà ở quê.,0
"Chiều nay mình đi học bơi, mới học cách thở dưới nước.",0
Hôm nay mình tham gia buổi học kỹ năng sống.,0
"Hôm nay em được điểm 10 môn toán, vui lắm ạ.",0
Tao sẽ xếp hàng chặn đường mày về nhà.,1
"Mày về nhà đi, không là tao đánh mày ngay tại đây.",1
Hôm nay mình đi tham gia hội thi khéo tay.,0
"Bạn ơi, cùng mình tham gia hội thi làm thiệp 20/11 nhé?",0
Hôm nay mình được bạn tặng cuốn sách hay.,0
Tao sẽ chặt ngón tay mày nếu mày còn đụng vào chuyện của tao.,1
